city_name,Year,"Murders (per 100,000)","Rapes (per 100,000)","Robberies (per 100,000)","Assaults (per 100,000)","Burglaries (per 100,000)","Thefts (per 100,000)","Auto thefts (per 100,000)","Arson (per 100,000)",City-Data.com crime index
3655,"Odessa city, Texas",2007,6.3,7.3,96.0,442.4,907.8,3281.0,300.5,16.7,354.4
3656,"Odessa city, Texas",2008,7.2,2.0,74.8,607.3,914.5,2877.0,274.5,32.8,360.9
3657,"Odessa city, Texas",2009,5.0,36.1,189.4,558.3,1086.0,2841.0,191.4,30.1,412.4
3658,"Odessa city, Texas",2010,3.0,36.0,96.1,591.4,824.5,2510.0,191.1,16.0,355.3
3659,"Odessa city, Texas",2011,5.9,36.3,71.5,619.3,604.6,2289.0,177.4,23.5,334.2
3660,"Odessa city, Texas",2012,4.8,41.5,136.1,881.9,743.0,2475.0,368.6,22.2,440.5
3661,"Odessa city, Texas",2013,1.8,51.7,132.1,811.9,705.7,2907.0,427.7,12.0,447.0
3662,"Odessa city, Texas",2014,9.7,57.2,130.3,742.8,646.9,2644.0,420.7,21.1,437.5
3663,"Odessa city, Texas",2015,8.4,60.7,135.7,830.5,726.8,2691.0,410.6,26.1,463.6
3664,"Odessa city, Texas",2016,3.2,60.9,110.4,633.9,642.0,2346.0,354.7,11.4,382.2
3665,"Odessa city, Texas",2017,5.8,64.4,83.3,599.0,462.1,1969.0,225.3,8.3,337.0
3666,"Odessa city, Texas",2018,6.7,98.7,87.0,685.1,421.6,1776.0,308.7,6.7,380.7
3667,"Odessa city, Texas",2019,10.5,114.2,103.7,809.9,379.9,2151.0,404.2,13.8,450.5
3668,"Odessa city, Texas",2020,10.3,84.7,83.9,628.7,464.0,1673.0,367.4,17.4,368.1
3669,"Pasadena city, Texas",2007,1.4,51.6,102.6,281.6,711.9,2415.0,325.7,16.5,303.6
3670,"Pasadena city, Texas",2008,7.5,40.8,111.5,278.7,660.0,2474.0,233.2,6.1,300.6
3671,"Pasadena city, Texas",2009,5.4,38.1,125.2,311.6,825.4,2691.0,300.8,11.6,330.7
3672,"Pasadena city, Texas",2010,4.7,45.6,100.0,259.7,746.8,2728.0,249.6,10.1,309.2
3673,"Pasadena city, Texas",2011,3.3,40.7,88.7,239.2,738.6,2450.0,272.0,13.1,285.1
3674,"Pasadena city, Texas",2012,5.2,33.6,95.1,268.5,646.3,2644.0,339.0,25.2,297.6
3675,"Pasadena city, Texas",2013,2.0,33.9,125.3,225.2,659.9,2598.0,332.9,16.3,290.5
3676,"Pasadena city, Texas",2014,4.6,60.6,100.3,219.5,513.2,2164.0,338.7,10.4,281.1
3677,"Pasadena city, Texas",2015,1.3,45.2,118.1,243.2,467.1,1932.0,358.1,26.5,261.4
3678,"Pasadena city, Texas",2016,1.9,67.9,136.4,240.5,441.6,1883.0,267.1,12.9,274.8
3679,"Pasadena city, Texas",2017,3.2,60.4,126.6,271.4,413.0,1791.0,246.1,14.9,267.3
3680,"Pasadena city, Texas",2018,4.5,70.7,103.2,262.2,336.8,1689.0,223.9,5.8,258.1
3681,"Pasadena city, Texas",2019,5.2,57.3,119.1,372.2,344.9,1821.0,355.3,4.6,291.8
3682,"Pasadena city, Texas",2020,5.3,50.9,107.6,408.1,277.4,1647.0,408.8,15.2,283.2
3683,"Pearland city, Texas",2007,2.7,35.5,43.7,88.8,580.7,1795.0,177.6,4.1,191.4
3684,"Pearland city, Texas",2008,1.2,28.9,25.2,79.3,423.2,1646.0,133.4,7.2,155.1
3685,"Pearland city, Texas",2009,1.1,22.6,46.3,79.1,441.7,1719.0,119.7,5.6,159.3
3686,"Pearland city, Texas",2010,3.3,17.5,31.8,87.7,358.3,1471.0,89.9,2.2,138.8
3687,"Pearland city, Texas",2011,2.1,17.2,31.1,85.9,358.5,1396.0,113.8,0.0,134.6
3688,"Pearland city, Texas",2012,1.1,19.0,29.6,80.3,292.5,1476.0,87.6,8.4,128.8
3689,"Pearland city, Texas",2013,1.0,37.7,29.5,87.6,294.3,1574.0,102.9,1.0,150.3
3690,"Pearland city, Texas",2014,2.0,41.0,27.3,85.8,296.5,1643.0,78.0,3.9,154.7
3691,"Pearland city, Texas",2015,1.9,47.7,42.1,66.4,294.8,1640.0,107.6,1.9,162.7
3692,"Pearland city, Texas",2016,0.9,34.6,55.0,86.0,225.1,1501.0,98.4,4.4,146.8
3693,"Pearland city, Texas",2017,1.7,27.1,21.2,81.4,212.9,1228.0,82.3,4.2,118.4
3694,"Pearland city, Texas",2018,1.6,16.9,25.8,54.0,173.1,1235.0,75.7,2.4,102.9
3695,"Pearland city, Texas",2019,2.4,19.0,36.4,30.9,195.7,1360.0,83.2,0.8,111.8
3696,"Pearland city, Texas",2020,2.4,23.8,27.0,46.0,142.7,1188.0,95.9,0.8,106.3
3697,"Plano city, Texas",2007,0.8,19.6,61.6,175.9,531.2,2372.0,162.5,16.9,216.0
3698,"Plano city, Texas",2008,2.6,18.1,54.2,152.8,574.2,2327.0,155.4,6.8,212.2
3699,"Plano city, Texas",2009,1.5,16.9,51.7,102.7,543.0,2224.0,172.3,7.0,193.2
3700,"Plano city, Texas",2010,1.5,20.0,58.5,106.2,476.1,1968.0,148.9,3.8,181.8
3701,"Plano city, Texas",2011,1.9,17.0,53.5,91.6,450.4,1959.0,146.6,1.9,173.3
3702,"Plano city, Texas",2012,0.4,20.1,40.2,70.1,399.9,1842.0,115.0,2.6,153.7
3703,"Plano city, Texas",2013,1.1,33.4,39.5,73.6,343.4,1738.0,91.4,5.8,156.3
3704,"Plano city, Texas",2014,1.4,28.8,56.2,78.8,297.3,1580.0,105.1,8.3,151.0
3705,"Plano city, Texas",2015,1.4,32.2,41.0,79.9,259.4,1449.0,95.1,6.4,140.5
3706,"Plano city, Texas",2016,1.7,26.7,37.8,73.2,312.9,1456.0,135.0,4.9,141.8
3707,"Plano city, Texas",2017,6.9,28.2,41.0,76.1,250.0,1369.0,115.7,7.9,145.4
3708,"Plano city, Texas",2018,2.1,28.6,40.7,72.4,240.1,1368.0,130.4,4.8,135.7
3709,"Plano city, Texas",2019,1.0,31.2,44.2,66.5,215.0,1307.0,147.1,4.8,132.7
3710,"Plano city, Texas",2020,1.0,34.7,39.2,80.5,211.8,1282.0,151.3,3.8,135.9
3711,"Richardson city, Texas",2007,2.0,21.8,134.7,127.8,786.7,2069.0,228.9,15.9,243.5
3712,"Richardson city, Texas",2008,4.0,22.9,111.3,130.2,847.9,2272.0,245.5,4.0,255.6
3713,"Richardson city, Texas",2009,0.0,14.6,106.2,104.2,896.0,2317.0,277.6,2.9,242.0
3714,"Richardson city, Texas",2010,0.0,14.1,90.7,90.7,611.8,2217.0,200.6,4.0,204.2
3715,"Richardson city, Texas",2011,0.0,8.9,75.0,86.9,671.2,1909.0,191.5,3.0,185.6
3716,"Richardson city, Texas",2012,1.9,26.1,77.5,60.0,675.9,2106.0,126.9,3.9,201.8
3717,"Richardson city, Texas",2013,1.9,14.3,57.4,48.8,515.4,1977.0,144.4,3.8,169.0
3718,"Richardson city, Texas",2014,0.9,20.8,70.9,76.6,353.7,1783.0,138.1,6.6,162.2
3719,"Richardson city, Texas",2015,0.9,19.8,63.1,66.7,333.3,1537.0,134.2,0.9,145.4
3720,"Richardson city, Texas",2016,4.4,14.1,62.7,56.5,343.6,1655.0,185.5,0.9,155.4
3721,"Richardson city, Texas",2017,2.6,21.6,83.7,58.7,335.9,1482.0,163.2,4.3,155.2
3722,"Richardson city, Texas",2018,1.7,15.1,43.5,52.7,304.7,1627.0,179.1,2.5,139.7
3723,"Richardson city, Texas",2019,3.2,24.2,50.9,67.8,235.7,1406.0,197.8,2.4,143.2
3724,"Richardson city, Texas",2020,4.8,16.9,41.9,63.6,301.2,1407.0,244.0,3.2,145.3
3725,"Round Rock city, Texas",2007,1.0,21.5,23.5,68.6,340.7,2043.0,71.6,9.2,151.3
3726,"Round Rock city, Texas",2008,0.0,18.6,29.3,77.1,386.7,2161.0,78.1,8.8,158.8
3727,"Round Rock city, Texas",2009,0.9,20.8,29.0,65.1,372.7,2040.0,95.0,6.3,155.5
3728,"Round Rock city, Texas",2010,0.0,26.0,35.0,55.1,464.5,2455.0,100.1,4.0,181.1
3729,"Round Rock city, Texas",2011,2.0,24.5,38.2,48.0,386.3,1962.0,50.0,1.0,154.1
3730,"Round Rock city, Texas",2012,0.0,30.1,42.4,60.2,316.3,2092.0,73.4,5.6,160.5
3731,"Round Rock city, Texas",2013,1.8,22.1,34.1,79.2,273.5,1921.0,41.4,5.5,146.7
3732,"Round Rock city, Texas",2014,0.0,25.8,34.8,64.2,220.1,1685.0,45.5,4.5,130.4
3733,"Round Rock city, Texas",2015,0.9,33.6,29.3,68.1,176.8,1707.0,39.7,3.4,134.9
3734,"Round Rock city, Texas",2016,0.0,26.0,36.9,82.1,254.0,1903.0,67.1,5.0,147.5
3735,"Round Rock city, Texas",2017,1.6,26.5,35.3,72.2,186.2,1930.0,51.4,3.2,143.8
3736,"Round Rock city, Texas",2018,0.8,26.7,22.8,70.7,226.1,1687.0,45.5,3.9,130.8
3737,"Round Rock city, Texas",2019,2.3,15.8,38.4,67.8,124.3,1519.0,39.9,3.0,114.9
3738,"Round Rock city, Texas",2020,2.2,18.2,40.0,74.1,170.8,1420.0,67.6,2.2,119.9
3739,"San Antonio city, Texas",2007,9.3,48.2,185.7,313.2,1272.0,4607.0,510.6,34.9,489.6
3740,"San Antonio city, Texas",2008,8.6,31.4,203.0,474.8,1399.0,5229.0,592.4,38.6,552.6
3741,"San Antonio city, Texas",2009,7.2,45.7,195.3,322.7,1322.0,4926.0,422.4,30.3,497.5
3742,"San Antonio city, Texas",2010,6.0,35.2,177.8,416.5,1303.0,4927.0,426.2,24.6,499.1
3743,"San Antonio city, Texas",2011,6.6,36.3,131.7,344.7,1131.0,4400.0,434.8,15.4,440.6
3744,"San Antonio city, Texas",2012,6.4,39.8,135.1,321.8,1135.0,4393.0,461.3,17.8,441.7
3745,"San Antonio city, Texas",2013,5.1,47.4,156.6,421.6,1061.0,4184.0,469.9,22.5,458.7
3746,"San Antonio city, Texas",2014,7.2,75.4,124.4,332.3,864.1,4054.0,499.8,20.9,441.2
3747,"San Antonio city, Texas",2015,6.4,71.7,135.7,373.4,794.8,3813.0,422.0,17.8,427.5
3748,"San Antonio city, Texas",2016,9.9,79.4,148.9,479.3,816.4,3891.0,482.6,16.9,475.4
3749,"San Antonio city, Texas",2017,8.2,83.5,151.1,464.7,770.8,3623.0,451.4,13.6,456.4
3750,"San Antonio city, Texas",2018,7.0,87.4,114.8,417.5,592.3,3006.0,395.6,12.1,395.1
3751,"San Antonio city, Texas",2019,6.7,104.5,126.0,471.1,524.1,3301.0,499.0,11.6,437.8
3752,"San Antonio city, Texas",2020,8.3,75.5,137.5,514.2,503.4,2680.0,443.7,15.0,398.9
3753,"Sugar Land city, Texas",2007,0.0,20.6,47.3,53.4,254.8,1539.0,121.4,7.3,130.5
3754,"Sugar Land city, Texas",2008,0.0,6.1,56.3,106.4,309.4,1689.0,116.2,0.0,141.6
3755,"Sugar Land city, Texas",2009,0.0,7.3,73.8,55.6,326.5,1821.0,94.3,0.0,142.3
3756,"Sugar Land city, Texas",2010,0.0,8.9,76.1,95.2,298.2,1974.0,111.7,1.3,157.7
3757,"Sugar Land city, Texas",2011,1.2,6.2,36.0,75.8,273.4,1461.0,41.0,11.2,114.3
3758,"Sugar Land city, Texas",2012,0.0,4.8,44.6,82.0,348.5,1468.0,42.2,3.6,120.1
3759,"Sugar Land city, Texas",2013,1.2,7.2,41.9,79.1,306.7,1571.0,55.1,3.6,125.3
3760,"Sugar Land city, Texas",2014,1.2,7.1,42.3,65.8,258.7,1331.0,56.4,2.4,109.7
3761,"Sugar Land city, Texas",2015,1.1,12.4,47.3,32.7,232.0,1395.0,28.1,0.0,107.2
3762,"Sugar Land city, Texas",2016,0.0,17.8,47.7,20.0,277.5,1290.0,53.3,1.1,107.8
3763,"Sugar Land city, Texas",2017,0.0,16.7,40.1,22.3,176.0,1197.0,62.4,0.0,95.0
3764,"Sugar Land city, Texas",2018,0.0,16.7,50.0,24.5,206.9,1432.0,70.1,0.0,110.6
3765,"Sugar Land city, Texas",2019,2.5,11.7,21.7,20.8,158.4,1086.0,54.2,0.0,83.9
3766,"Sugar Land city, Texas",2020,3.3,6.7,16.7,30.1,92.8,900.0,74.4,0.0,71.5
3767,"Tyler city, Texas",2007,2.1,63.8,128.7,487.5,833.7,3619.0,158.0,13.6,407.1
3768,"Tyler city, Texas",2008,3.1,49.0,125.5,470.2,780.3,3578.0,210.1,7.1,391.5
3769,"Tyler city, Texas",2009,3.0,56.4,89.6,383.8,1056.0,4602.0,246.8,17.1,432.5
3770,"Tyler city, Texas",2010,6.2,45.4,102.2,523.2,1086.0,4002.0,230.1,12.4,438.5
3771,"Tyler city, Texas",2011,3.0,40.4,79.8,377.0,840.9,3456.0,179.9,6.1,349.2
3772,"Tyler city, Texas",2012,4.0,45.0,92.0,396.8,1025.0,3349.0,130.9,7.0,367.1
3773,"Tyler city, Texas",2013,5.0,43.0,53.0,274.9,824.7,3110.0,179.9,10.0,311.8
3774,"Tyler city, Texas",2014,1.0,49.5,101.0,311.0,641.8,3238.0,171.3,5.9,322.2
3775,"Tyler city, Texas",2015,2.9,52.7,64.4,264.4,659.6,3147.0,197.1,1.0,308.0
3776,"Tyler city, Texas",2016,4.8,62.8,101.9,239.9,592.1,2824.0,151.4,1.9,304.8
3777,"Tyler city, Texas",2017,2.8,61.3,55.6,313.8,420.3,2593.0,137.6,3.8,278.3
3778,"Tyler city, Texas",2018,6.6,69.7,77.2,238.3,363.6,2455.0,143.2,0.9,274.9
3779,"Tyler city, Texas",2019,0.0,71.1,54.3,254.6,412.7,2434.0,160.0,0.0,263.2
3780,"Tyler city, Texas",2020,5.5,49.0,63.8,318.1,483.6,2370.0,194.2,1.8,277.3
3781,"Waco city, Texas",2007,4.9,77.5,224.5,622.8,1622.0,4580.0,351.8,11.4,588.6
3782,"Waco city, Texas",2008,8.9,60.9,204.5,562.5,1696.0,3989.0,314.9,28.4,543.9
3783,"Waco city, Texas",2009,7.2,39.2,182.3,477.2,1516.0,3900.0,267.0,16.8,479.4
3784,"Waco city, Texas",2010,4.0,40.9,156.2,470.3,1487.0,3504.0,168.3,20.8,439.4
3785,"Waco city, Texas",2011,8.6,54.9,192.3,345.3,1311.0,3604.0,124.8,27.5,433.8
3786,"Waco city, Texas",2012,4.7,49.0,141.5,298.6,1205.0,3219.0,120.5,41.2,373.5
3787,"Waco city, Texas",2013,3.1,45.5,111.3,243.8,1182.0,2940.0,127.8,32.9,335.4
3788,"Waco city, Texas",2014,4.6,77.7,106.2,254.7,1057.0,2643.0,155.5,24.6,346.3
3789,"Waco city, Texas",2015,16.7,59.4,108.1,344.7,869.8,2750.0,118.7,41.9,362.7
3790,"Waco city, Texas",2016,3.0,94.2,116.6,305.7,812.5,2727.0,109.9,9.0,352.2
3791,"Waco city, Texas",2017,3.7,86.0,79.4,338.2,703.7,2751.0,140.4,11.8,338.2
3792,"Waco city, Texas",2018,1.4,94.1,87.6,362.8,794.4,2425.0,237.5,14.5,348.7
3793,"Waco city, Texas",2019,7.1,63.6,94.4,394.7,509.0,2502.0,231.6,6.4,326.7
3794,"Waco city, Texas",2020,9.9,56.8,100.8,474.9,617.6,2533.0,295.3,17.7,358.7
3795,"Wichita Falls city, Texas",2007,4.1,31.4,231.0,317.1,1560.0,4859.0,504.5,39.5,509.9
3796,"Wichita Falls city, Texas",2008,3.9,45.4,205.4,295.2,1496.0,4874.0,522.3,41.5,506.3
3797,"Wichita Falls city, Texas",2009,10.9,45.6,155.6,303.3,1266.0,3976.0,327.1,15.9,439.4
3798,"Wichita Falls city, Texas",2010,6.7,42.1,127.2,266.9,1260.0,3548.0,274.5,27.7,390.7
3799,"Wichita Falls city, Texas",2011,0.9,28.1,137.7,263.2,1162.0,3183.0,222.0,23.4,344.8
3800,"Wichita Falls city, Texas",2012,4.7,34.1,142.2,269.2,1194.0,3348.0,218.0,5.7,368.2
3801,"Wichita Falls city, Texas",2013,6.7,27.7,118.6,230.6,952.0,3135.0,273.6,0.0,331.3
3802,"Wichita Falls city, Texas",2014,1.9,82.9,123.9,197.2,894.7,2937.0,225.8,0.0,344.9
3803,"Wichita Falls city, Texas",2015,1.0,80.8,103.6,200.6,854.7,2615.0,162.6,1.0,315.2
3804,"Wichita Falls city, Texas",2016,8.6,118.5,117.5,180.5,788.1,2528.0,251.2,0.0,359.7
3805,"Wichita Falls city, Texas",2017,3.8,74.5,121.3,157.6,692.4,2191.0,227.3,0.0,289.4
3806,"Wichita Falls city, Texas",2018,4.8,74.5,132.7,157.5,574.8,2273.0,239.6,1.0,290.8
3807,"Wichita Falls city, Texas",2019,3.8,98.5,81.3,164.5,532.8,2290.0,221.9,1.9,290.4
3808,"Wichita Falls city, Texas",2020,8.6,79.3,72.6,226.4,598.1,2215.0,265.6,1.0,299.4
3809,"Provo city, Utah",2007,0.0,24.3,30.4,91.1,426.8,2215.0,249.9,6.1,185.2
3810,"Provo city, Utah",2008,0.0,35.2,17.6,103.2,380.9,2045.0,121.7,9.2,172.3
3811,"Provo city, Utah",2009,0.8,29.3,27.6,84.5,343.2,2003.0,123.0,11.7,164.3
3812,"Provo city, Utah",2010,1.8,42.7,24.0,105.8,330.7,2024.0,91.6,15.1,177.5
3813,"Provo city, Utah",2011,3.5,27.0,22.7,82.9,339.3,2105.0,89.8,9.6,167.1
3814,"Provo city, Utah",2012,0.0,32.5,16.3,80.4,258.4,1758.0,97.5,4.3,143.2
3815,"Provo city, Utah",2013,0.9,74.4,18.0,48.7,281.3,2045.0,92.4,6.0,185.2
3816,"Provo city, Utah",2014,0.9,62.3,16.2,52.1,180.1,1629.0,98.2,5.1,152.4
3817,"Provo city, Utah",2015,0.0,52.0,13.9,66.8,217.7,1715.0,127.5,1.7,153.2
3818,"Provo city, Utah",2016,1.7,49.2,17.3,60.5,229.8,1984.0,133.9,3.5,166.3
3819,"Provo city, Utah",2017,0.9,57.0,25.5,57.0,131.0,1506.0,99.5,4.3,143.7
3820,"Provo city, Utah",2018,1.7,61.0,18.6,95.8,178.0,1482.0,113.6,2.5,157.8
3821,"Provo city, Utah",2019,0.9,37.5,11.1,65.7,139.1,1260.0,109.2,0.9,117.1
3822,"Provo city, Utah",2020,0.0,1.7,0.9,4.3,12.8,52.1,10.3,0.0,6.3
3823,"Salt Lake City city, Utah",2007,9.5,64.4,282.4,486.4,1150.0,6282.0,1116.0,30.8,673.7
3824,"Salt Lake City city, Utah",2008,6.6,42.1,269.2,470.9,1133.0,6817.0,1023.0,32.1,655.7
3825,"Salt Lake City city, Utah",2009,1.7,57.0,227.4,424.4,1203.0,6028.0,799.0,30.4,591.3
3826,"Salt Lake City city, Utah",2010,4.3,78.8,192.6,418.4,1170.0,5461.0,800.8,27.9,577.5
3827,"Salt Lake City city, Utah",2011,3.7,67.4,180.0,396.2,878.2,5110.0,785.6,20.0,523.2
3828,"Salt Lake City city, Utah",2012,4.2,63.9,164.7,443.7,950.8,5832.0,887.4,20.3,568.4
3829,"Salt Lake City city, Utah",2013,3.7,112.0,221.3,444.7,1095.0,6031.0,995.0,17.9,649.8
3830,"Salt Lake City city, Utah",2014,3.6,115.9,233.4,401.8,898.8,6631.0,931.0,52.5,653.0
3831,"Salt Lake City city, Utah",2015,4.2,154.7,244.8,455.2,1065.0,7142.0,1148.0,18.8,748.6
3832,"Salt Lake City city, Utah",2016,6.2,137.7,254.7,521.4,929.3,6587.0,993.7,20.1,711.3
3833,"Salt Lake City city, Utah",2017,4.1,179.0,260.6,444.7,969.9,6132.0,969.4,14.4,709.2
3834,"Salt Lake City city, Utah",2018,6.4,124.9,203.3,400.2,792.6,4669.0,736.3,15.8,554.9
3835,"Salt Lake City city, Utah",2019,5.4,119.1,200.1,391.7,638.8,4410.0,622.9,14.8,515.4
3836,"Salt Lake City city, Utah",2020,8.4,137.0,240.9,536.1,764.1,5504.0,1084.0,33.1,666.3
3837,"West Jordan city, Utah",2007,1.0,40.3,50.7,121.0,579.2,2611.0,338.2,16.5,245.8
3838,"West Jordan city, Utah",2008,0.0,37.8,27.4,138.0,444.4,2350.0,244.9,15.1,210.8
3839,"West Jordan city, Utah",2009,3.7,25.2,33.6,95.2,499.5,2633.0,260.5,14.9,217.9
3840,"West Jordan city, Utah",2010,1.0,38.6,52.1,159.1,453.2,2333.0,216.9,14.5,222.6
3841,"West Jordan city, Utah",2011,0.0,34.1,23.6,145.7,386.0,2207.0,208.1,11.4,195.4
3842,"West Jordan city, Utah",2012,1.9,26.1,31.7,132.6,446.3,2131.0,213.8,8.4,194.3
3843,"West Jordan city, Utah",2013,0.0,17.3,17.3,145.7,331.4,1954.0,203.9,7.3,165.8
3844,"West Jordan city, Utah",2014,0.0,16.1,34.0,140.7,258.9,1430.0,170.2,2.7,140.2
3845,"West Jordan city, Utah",2015,0.0,19.5,47.0,205.9,353.2,2436.0,254.7,5.3,213.4
3846,"West Jordan city, Utah",2016,0.9,36.1,51.1,186.6,364.5,2528.0,321.3,5.3,235.6
3847,"West Jordan city, Utah",2017,2.6,32.9,45.9,176.8,336.3,2399.0,333.7,2.6,226.9
3848,"West Jordan city, Utah",2018,0.9,35.5,43.3,182.0,305.0,2069.0,269.5,2.6,205.2
3849,"West Jordan city, Utah",2019,0.9,35.7,29.8,162.4,227.8,1772.0,173.4,6.0,172.4
3850,"West Jordan city, Utah",2020,3.4,36.5,37.3,169.6,261.1,1995.0,269.6,5.1,200.7
3851,"Alexandria city, Virginia",2007,5.1,13.1,117.6,129.9,265.6,1869.0,260.5,2.9,196.0
3852,"Alexandria city, Virginia",2008,2.8,21.3,107.2,100.1,208.7,1935.0,269.7,4.3,188.5
3853,"Alexandria city, Virginia",2009,3.4,8.2,96.5,89.0,237.4,1800.0,230.6,2.7,167.2
3854,"Alexandria city, Virginia",2010,1.4,15.7,89.3,87.9,226.5,1899.0,205.8,5.0,168.1
3855,"Alexandria city, Virginia",2011,0.7,9.9,91.1,77.0,215.3,1782.0,261.9,4.2,159.3
3856,"Alexandria city, Virginia",2012,0.0,6.2,95.3,65.8,194.7,1661.0,223.5,5.5,144.6
3857,"Alexandria city, Virginia",2013,3.4,14.1,79.5,76.8,168.3,1642.0,197.3,8.8,150.5
3858,"Alexandria city, Virginia",2014,2.6,16.5,94.0,72.2,171.4,1626.0,176.7,7.3,152.4
3859,"Alexandria city, Virginia",2015,2.6,12.4,93.0,96.9,148.0,1562.0,167.6,3.3,148.7
3860,"Alexandria city, Virginia",2016,4.5,13.5,88.8,78.5,118.5,1527.0,182.8,5.8,146.2
3861,"Alexandria city, Virginia",2017,3.8,11.4,65.7,88.5,104.9,1304.0,175.0,4.4,127.6
3862,"Alexandria city, Virginia",2018,2.5,18.5,48.0,94.1,78.7,1217.0,243.6,3.7,126.6
3863,"Alexandria city, Virginia",2019,1.2,13.6,49.3,117.1,72.1,1244.0,223.1,1.2,124.2
3864,"Alexandria city, Virginia",2020,1.9,7.4,51.4,122.0,79.2,1438.0,212.4,1.9,129.5
3865,"Chesapeake city, Virginia",2007,5.4,35.0,146.1,253.7,561.2,2456.0,218.7,12.1,288.3
3866,"Chesapeake city, Virginia",2008,5.4,31.7,171.6,250.4,576.1,2426.0,203.8,17.2,291.5
3867,"Chesapeake city, Virginia",2009,5.4,18.8,106.2,260.7,600.2,2728.0,194.4,14.8,276.5
3868,"Chesapeake city, Virginia",2010,4.1,13.5,124.2,252.9,535.5,2694.0,177.3,11.7,266.2
3869,"Chesapeake city, Virginia",2011,5.3,20.5,109.8,262.8,551.9,2508.0,148.5,10.2,263.4
3870,"Chesapeake city, Virginia",2012,5.3,15.8,88.8,259.7,458.4,2213.0,125.3,11.9,232.4
3871,"Chesapeake city, Virginia",2013,3.5,21.7,67.2,229.0,468.4,2114.0,123.2,10.0,217.4
3872,"Chesapeake city, Virginia",2014,4.3,29.2,77.4,318.7,435.7,2205.0,124.7,8.2,247.6
3873,"Chesapeake city, Virginia",2015,4.7,31.0,83.7,294.1,385.5,1983.0,147.1,8.5,236.2
3874,"Chesapeake city, Virginia",2016,5.9,34.7,90.9,280.7,315.8,2098.0,136.1,8.9,239.9
3875,"Chesapeake city, Virginia",2017,4.6,40.0,82.5,296.1,276.1,1903.0,106.6,8.7,229.1
3876,"Chesapeake city, Virginia",2018,2.9,44.6,58.2,302.1,246.4,1789.0,129.2,4.5,218.5
3877,"Chesapeake city, Virginia",2019,2.9,46.8,57.0,354.5,210.1,1914.0,159.6,5.3,235.2
3878,"Chesapeake city, Virginia",2020,6.1,32.4,45.3,329.0,157.0,1496.0,132.7,7.7,198.9
3879,"Hampton city, Virginia",2007,4.2,36.0,174.4,147.4,528.1,2546.0,349.5,24.2,285.7
3880,"Hampton city, Virginia",2008,5.5,25.4,145.3,144.6,523.7,2729.0,274.2,10.3,271.5
3881,"Hampton city, Virginia",2009,7.5,16.4,132.9,151.4,563.3,2756.0,266.6,22.6,269.4
3882,"Hampton city, Virginia",2010,10.2,21.8,128.1,126.6,554.4,3092.0,252.5,18.2,284.3
3883,"Hampton city, Virginia",2011,6.5,11.5,109.3,120.1,584.6,3015.0,194.1,22.3,256.0
3884,"Hampton city, Virginia",2012,8.7,11.6,113.1,110.2,546.8,2660.0,187.8,19.6,242.4
3885,"Hampton city, Virginia",2013,16.8,16.1,87.6,93.5,527.2,2581.0,165.0,16.8,244.7
3886,"Hampton city, Virginia",2014,7.3,24.2,81.3,142.8,449.5,2634.0,167.7,16.1,237.1
3887,"Hampton city, Virginia",2015,11.7,25.7,134.2,107.1,477.3,2560.0,256.6,19.8,262.0
3888,"Hampton city, Virginia",2016,14.8,28.0,134.3,146.1,434.7,2768.0,236.9,10.3,281.6
3889,"Hampton city, Virginia",2017,12.6,22.2,136.4,132.7,409.1,2592.0,245.3,13.3,262.4
3890,"Hampton city, Virginia",2018,10.5,20.2,89.6,121.7,367.3,2280.0,173.9,15.7,219.1
3891,"Hampton city, Virginia",2019,11.3,28.5,90.9,159.9,249.3,2546.0,172.7,18.8,237.7
3892,"Hampton city, Virginia",2020,17.9,24.6,70.9,152.9,224.5,2062.0,202.9,13.4,221.8
3893,"Newport News city, Virginia",2007,15.8,53.5,290.1,336.2,895.0,2909.0,380.7,44.5,438.1
3894,"Newport News city, Virginia",2008,9.0,42.1,285.5,357.2,818.8,3029.0,284.3,49.9,409.9
3895,"Newport News city, Virginia",2009,12.8,36.6,217.6,300.8,696.5,2595.0,267.0,48.3,354.2
3896,"Newport News city, Virginia",2010,12.7,48.1,207.5,275.6,701.6,2727.0,244.6,52.6,359.1
3897,"Newport News city, Virginia",2011,8.2,30.6,212.2,213.3,598.8,2522.0,193.6,45.9,305.5
3898,"Newport News city, Virginia",2012,11.6,28.6,149.2,227.4,568.3,2455.0,144.8,39.1,285.9
3899,"Newport News city, Virginia",2013,8.3,31.5,135.9,264.0,547.3,2356.0,190.0,35.3,283.1
3900,"Newport News city, Virginia",2014,13.7,39.5,126.7,248.9,502.3,2363.0,178.8,35.1,290.8
3901,"Newport News city, Virginia",2015,13.7,49.7,133.9,239.4,506.6,2347.0,223.5,21.9,302.4
3902,"Newport News city, Virginia",2016,17.1,44.0,148.1,263.1,497.0,2263.0,319.8,27.0,317.3
3903,"Newport News city, Virginia",2017,14.3,55.0,131.5,303.2,455.1,2330.0,268.5,25.9,319.3
3904,"Newport News city, Virginia",2018,13.4,54.8,104.6,369.3,388.8,2228.0,278.1,17.3,314.6
3905,"Newport News city, Virginia",2019,14.1,37.2,92.5,453.4,285.4,2058.0,194.0,22.6,294.2
3906,"Newport News city, Virginia",2020,14.0,37.5,58.1,515.9,232.5,1619.0,187.8,12.9,274.6
