Name,total_population,Median_age,Median_age_Male,Median_age_Female,White_alone,Black_or_African_American alone,Total:_American_Indian_and_Alaska_Native alone,Total:_Asian_alone,Hawaiian_and_Pacific,Other_race,Tenure_units,Owner occupied,Renter occupied,Median_household_income,Income_below_poverty_level:,Income_below_poverty_level_Family_households:,Income_below_poverty_level_Family_households_Married,Income_below_poverty_level_Nonfamily_households:,Income_above_poverty_level:,Income_at_or_above_poverty_level_Family households:,Income_at_or_above_poverty_level_Family_households_Married,Income_at_or_above_poverty_level_Nonfamily_households:,Employment_status,In_labor_force:,Civilian_employed,Civilian_unemployed,Armed_Forces,Not_in_labor_force,Educational_attainment,No_schooling_complete,Regular_high_school_diploma,_GED_or_alternative_credential,Some_college_less_than_1_year,Some_college_1_or_more_years_no_degree,Associates_degree,Bachelor's_degree,Master's_degree,Professional_school_degree,Household_type,Family_households:,Family_households:_Married-couple_family,male_housholder_no_spouse,female_housholder_no_spouse,Nonfamily_households:,Median_gross_rent,State,Place,Year
60,"Daly City city, California",106294,39.7,38.7,41.2,24409.0,2633.0,832.0,63816.0,568.0,10459.0,31289,18560,12729,101834,1401.0,557.0,238.0,844.0,29888.0,23109.0,15348.0,6779.0,91363,63079,61135,1944,0,28284,78656.0,2232.0,16210.0,1656.0,3504.0,11268.0,7178.0,23885.0,3996.0,755.0,31289,23666,15586,3255,4825,7623,2371,6,17918,2019
62,"Downey city, California",111127,36.6,34.6,39.7,67098.0,2997.0,150.0,7128.0,162.0,29785.0,32073,14901,17172,74590,2822.0,1811.0,590.0,1011.0,29251.0,23853.0,16175.0,5398.0,89027,59326,56904,2422,0,29701,74450.0,1482.0,20133.0,1445.0,4416.0,10735.0,7618.0,12851.0,3535.0,826.0,32073,25664,16765,1928,6971,6409,1670,6,19766,2019
63,"East Los Angeles CDP, California",119890,31.9,31.0,33.4,68041.0,395.0,1437.0,1745.0,59.0,47096.0,30676,11569,19107,53194,5272.0,3580.0,1353.0,1692.0,25404.0,21478.0,12136.0,3926.0,92065,60110,57071,3039,0,31955,75195.0,3307.0,15470.0,1942.0,3079.0,10056.0,3849.0,4682.0,877.0,466.0,30676,25058,13489,3245,8324,5618,1210,6,20802,2019
64,"El Cajon city, California",102699,34.9,31.9,36.4,80533.0,5091.0,84.0,4052.0,357.0,8008.0,32139,13194,18945,63236,3919.0,2781.0,1574.0,1138.0,28220.0,20776.0,14600.0,7444.0,80379,52834,49397,3437,411,27134,69222.0,3715.0,12189.0,4043.0,7069.0,12264.0,6408.0,11097.0,4214.0,666.0,32139,23557,16174,1841,5542,8582,1464,6,21712,2019
65,"Elk Grove city, California",174791,38.6,36.8,41.3,74606.0,16212.0,1186.0,59652.0,3418.0,7486.0,57048,43016,14032,94971,4476.0,2334.0,1592.0,2142.0,52572.0,41067.0,32335.0,11505.0,139873,90556,85313,5243,121,49196,119270.0,2951.0,19902.0,2797.0,7739.0,21319.0,12285.0,28602.0,10831.0,2744.0,57048,43401,33927,2391,7083,13647,1625,6,22020,2019
66,"El Monte city, California",115477,38.2,38.2,38.2,32272.0,736.0,1627.0,37395.0,1847.0,37111.0,31535,11861,19674,50829,5515.0,3103.0,1723.0,2412.0,26020.0,21255.0,13716.0,4765.0,95090,58071,54936,3135,0,37019,79675.0,7648.0,22062.0,1438.0,2470.0,9231.0,4419.0,9223.0,1405.0,149.0,31535,24358,15439,3566,5353,7177,1385,6,22230,2019
67,"Escondido city, California",151619,36.9,36.5,37.5,118117.0,2429.0,526.0,8755.0,892.0,12819.0,51364,25170,26194,58157,10160.0,4713.0,2253.0,5447.0,41204.0,30328.0,21852.0,10876.0,119187,74378,72179,2199,308,44501,102358.0,4281.0,16896.0,3018.0,9554.0,16974.0,6908.0,18321.0,7095.0,1335.0,51364,35041,24105,4438,6498,16323,1531,6,22804,2019
68,"Fairfield city, California",117136,35.3,35.0,35.8,60766.0,16993.0,366.0,18749.0,2361.0,7881.0,37310,22125,15185,89693,3091.0,2023.0,752.0,1068.0,34219.0,25841.0,17295.0,8378.0,91938,61233,59246,1987,1374,29331,78520.0,1611.0,17249.0,1004.0,6985.0,12488.0,8499.0,17970.0,5484.0,1283.0,37310,27864,18047,3704,6113,9446,1808,6,23182,2019
71,"Fontana city, California",214557,32.2,30.1,35.0,71848.0,17558.0,2627.0,13085.0,116.0,95133.0,56457,37375,19082,80800,5515.0,4506.0,2256.0,1009.0,50942.0,43208.0,32034.0,7734.0,160322,104781,99621,5160,110,55431,129706.0,4496.0,33220.0,3931.0,7717.0,21116.0,7885.0,19244.0,5118.0,611.0,56457,47714,34290,3601,9823,8743,1501,6,24680,2019
72,"Fremont city, California",241117,38.9,38.9,38.9,57616.0,7428.0,1539.0,148114.0,1316.0,14403.0,77848,45886,31962,144118,3346.0,1156.0,661.0,2190.0,74502.0,61970.0,53102.0,12532.0,192852,129842,126398,3444,71,62939,172527.0,2643.0,28784.0,1333.0,4222.0,17286.0,8377.0,55632.0,36496.0,2789.0,77848,63126,53763,2759,6604,14722,2569,6,26000,2019
73,"Fresno city, California",531581,31.8,31.2,32.5,321138.0,37875.0,5317.0,73306.0,623.0,70030.0,172815,79995,92820,53161,37560.0,22175.0,6523.0,15385.0,135255.0,93916.0,61959.0,41339.0,399279,244230,224248,19982,643,154406,327864.0,13257.0,65071.0,10128.0,20943.0,52884.0,33284.0,48846.0,13926.0,6428.0,172815,116091,68482,14575,33034,56724,1058,6,27000,2019
74,"Fullerton city, California",138638,35.4,33.0,36.8,88762.0,1882.0,619.0,32031.0,36.0,8474.0,44365,23118,21247,93983,3345.0,1902.0,997.0,1443.0,41020.0,31237.0,24236.0,9783.0,110293,72806,68906,3900,0,37487,91186.0,1514.0,14261.0,1540.0,5387.0,13926.0,6223.0,23846.0,11832.0,2799.0,44365,33139,25233,2003,5903,11226,1795,6,28000,2019
75,"Garden Grove city, California",171670,40.1,39.8,40.3,73060.0,859.0,691.0,75333.0,406.0,16734.0,47378,25679,21699,72240,5561.0,3259.0,1440.0,2302.0,41817.0,33973.0,24489.0,7844.0,140767,88306,84750,3556,0,52461,122099.0,6421.0,28836.0,3357.0,7610.0,14104.0,9682.0,24066.0,4357.0,1182.0,47378,37232,25929,4165,7138,10146,1795,6,29000,2019
76,"Glendale city, California",199301,40.8,40.6,41.1,150462.0,3139.0,141.0,32297.0,330.0,7016.0,74197,24018,50179,68392,11239.0,4426.0,2820.0,6813.0,62958.0,43651.0,30840.0,19307.0,165206,106696,100968,5728,0,58510,147676.0,4430.0,35276.0,1511.0,4294.0,13339.0,15113.0,38842.0,16030.0,2965.0,74197,48077,33660,4730,9687,26120,1723,6,30000,2019
78,"Hayward city, California",159202,36.5,34.6,38.4,46791.0,15163.0,1305.0,47010.0,4179.0,32600.0,47826,25766,22060,96886,3492.0,1780.0,450.0,1712.0,44334.0,32634.0,23579.0,11700.0,132335,89738,86298,3440,537,42060,111419.0,2661.0,27172.0,3527.0,5390.0,16870.0,9378.0,22654.0,6941.0,871.0,47826,34414,24029,2871,7514,13412,1958,6,33000,2019
